Index,Name,Difficulty,Number of reviews,Location
#339,"Ringtail Cat, Madrone, Las Trampas Ridge and Corduroy Hills Loop",HARD,85,"Las Trampas Regional Park
"
#340,Pyramid Peak Trail,HARD,165,"Desolation Wilderness
"
#341,Pomo Canyon Trail Red Hill Trail Loop from Shell Beach,MODERATE,215,"Sonoma Coast State Park
"
#342,Glen Alpine Trail,MODERATE,137,"Lake Tahoe Basin Management Unit
"
#343,Veteran's Park Trail,MODERATE,281,"Veterans Memorial Community Regional Park
"
#344,Partington Cove Trail,MODERATE,119,"Big Sur, California
"
#345,Fern Falls via Boy Scout Tree Trail,MODERATE,204,"Redwood Heritage State Wilderness
"
#346,Grays Peak Trail,MODERATE,231,"San Bernardino National Forest
"
#347,"Sunset, Berry Creek Falls and Howard King Trail Loop",HARD,131,"Big Basin Redwoods State Park
"
#348,Convict Lake Loop Trail,EASY,192,"Inyo National Forest
"
#349,Stevens Canyon Trail,MODERATE,269,"Stevens Creek County Park
"
#350,"Wildcat Creek Trail, Havey Creek Trail, San Pablo Ridge Trail, and Belgum Trail",MODERATE,98,"Wildcat Canyon Regional Park
"
#351,Bayview and Meadowlark Trail Loop,EASY,238,"Coyote Hills Regional Park
"
#352,Nighthawk Trail to Black Mountain Summit,MODERATE,273,"Black Mountain Open Space
"
#353,Mount Shasta via Avalanche Gulch Route,HARD,158,"Mount Shasta Wilderness
"
#354,Kearsarge Pass Trail to Kearsarge Lakes,HARD,123,"John Muir Wilderness
"
#355,North Ridge and Sunset Trail Loop,EASY,208,"Angel Island State Park
"
#356,Trillium Falls Trail,MODERATE,217,"Prairie Creek Redwoods State Park
"
#357,Waterman Mountain Loop Trail,MODERATE,160,"Angeles National Forest
"
#358,City View and Walnut Forest Trails,EASY,240,"Ernest E Debs Regional Park
"
#359,El Capitan Trail (historical),HARD,59,"Yosemite National Park
"
#360,Lawson Peak Trail,HARD,215,"Cleveland National Forest
"
#361,General Grant Loop Trail,EASY,173,"Kings Canyon National Park
"
#362,Robie Point Firebreak Trail,MODERATE,163,"Auburn State Recreation Area
"
#363,Mission Point via Bee Canyon Trail,HARD,233,"O'Melveny Park
"
#364,Lake Hollywood Trail,EASY,218,"Lake Hollywood Park
"
#365,Corte Madera Mountain Trail,HARD,211,"Cleveland National Forest
"
#366,Trail of 100 Giants,EASY,159,"Sequoia National Forest
"
#367,Batteries to Bluffs Trail,EASY,163,"Presidio of San Francisco
"
#368,Willow Hole Trail,MODERATE,195,"Joshua Tree National Park
"
#369,"Diablo View, Spengler, Old Briones Road, Lagoon, Toyon Canyon, Pine Tree and Orchard Loop",HARD,86,"Briones Regional Park
"
#370,Old Zoo Trail,MODERATE,183,"Griffith Park
"
#371,Sanborn Trails,MODERATE,237,"Sanborn County Park
"
#372,Montana del Oro Bluff Trail,EASY,216,"Montana De Oro State Park
"
#373,Wapama Falls Trail,MODERATE,170,"Yosemite National Park
"
#374,Mount Umunhum,MODERATE,183,"Sierra Azul Open Space Preserve
"
#375,Russian Ridge Trail,MODERATE,177,"Russian Ridge Open Space Preserve
"
#376,Mount Saint Helena Trail,HARD,191,"Robert Louis Stevenson State Park
"
#377,Klondike and Portuguese Canyon Trails,MODERATE,141,"Portuguese Bend Reserve
"
#378,Corral Canyon Loop Trail,MODERATE,181,"Corral Canyon Park
"
#379,Razor Ridge to Jedi Trail to Beaumont Ridge Trail Loop,MODERATE,224,"South Hills Preserve
"
#380,Dipsea Trail to Steep Ravine Trail Loop from Pantoll,MODERATE,168,"Mount Tamalpais State Park
"
#381,La Tuna Canyon Loop Trail,MODERATE,228,"La Tuna Canyon Park
"
#382,Tahoe Rim Trail to Picnic Rock Viewpoint,MODERATE,213,"Tahoe National Forest
"
#383,Canyon Creek Lakes Trail,HARD,114,"Trinity Alps Wilderness
"
#384,Tuolumne Grove Trail,MODERATE,230,"Yosemite National Park
"
#385,Miner's Ridge and James Irvine Trail Loop,MODERATE,196,"Prairie Creek Redwoods State Park
"
#386,Steep Canyon Trail,MODERATE,234,"Summitridge Park
"
#387,McCloud Waterfall Trail,EASY,173,"Shasta-Trinity National Forest
"
#388,South Ridge Trail to Tahquitz Peak,HARD,212,"San Jacinto Wilderness
"
#389,Big Trees Trail,EASY,97,"Sequoia National Park
"
#390,Mobius Arch Loop Trail,MODERATE,163,"Alabama Hills Recreation Area
"
#391,Iron Mountain via Ellie Lane Trail,HARD,126,"Poway, California
"
#392,Alta Peak Trail,HARD,117,"Sequoia National Park
"
#393,Giant Forest Loop Trail,EASY,63,"Sequoia National Park
"
#394,Powder Canyon Loop Trail,MODERATE,218,"Peter F. Schabarum Regional Park
"
#395,Two Tree's Trail and Box Springs Mountain Road,MODERATE,225,"Box Springs Mountain Regional Park
"
#396,Nortonville and Black Diamond Loop,HARD,61,"Black Diamond Mines Regional Park
"
#397,North Fork Matilija Trail 23W07,MODERATE,149,"Los Padres National Forest
"
#398,Porter Ranch Trails,MODERATE,235,"Limekiln Canyon Park
"
#399,North Etiwanda Falls and Preserve Loop,MODERATE,240,"North Etiwanda Preserve
"
#400,Arrowhead Pinacles Trail,HARD,200,"San Bernardino National Forest
"
#401,Blue Sky Canyon Trail,MODERATE,174,"Blue Sky Ecological Reserve
"
#402,South Fortuna Mountain Out and Back,MODERATE,290,"Mission Trails Regional Park
"
#403,Old Mount Baldy Trail,HARD,158,"Angeles National Forest
"
#404,"Muddy Hollow, Coast Trail, Sky Trail, Laguna Trail",MODERATE,117,"Point Reyes National Seashore
"
#405,Santiago Oaks Trail and Peralta Hills Trail,MODERATE,220,"Santiago Oaks Regional Park
"
#406,Viejas Mountain Trail,HARD,231,"Cleveland National Forest
"
#407,Fishermans Camp via Tenaja Falls Trailhead,MODERATE,121,"San Mateo Canyon Wilderness
"
#408,Codfish Falls Trail,EASY,162,"Auburn State Recreation Area
"
#409,Pleasanton Ridge Trail,MODERATE,179,"Pleasanton Ridge Regional Park
"
#410,Weaver Lake Trail,MODERATE,137,"Jennie Lakes Wilderness
"
#411,Mount Thom and Tongva Peak Loop,HARD,192,"Brand Park
"
#412,Sentinel Dome and Taft Point Loop,MODERATE,86,"Yosemite National Park
"
#413,Wildwood Canyon Trail,HARD,203,"Wildwood Canyon Park
"
#414,Angora Lakes Trail,EASY,106,"Lake Tahoe Basin Management Unit
"
#415,Sespe River Trail to Willett Hot Springs,MODERATE,128,"Sespe Wilderness
"
#416,Lake Murray Trail,EASY,226,"Lake Murray Community Park
"
#417,Purisima Creek Redwoods North Ridge Trail,MODERATE,200,"Purisima Creek Redwoods Open Space Preserve
"
#418,Hamms Gulch to Spring Ridge Trail Loop,MODERATE,173,"Windy Hill Open Space
"
#419,Stoddard Peak,MODERATE,176,"Angeles National Forest
"
#420,Lake Gregory Trail,EASY,200,"Lake Gregory Regional Park
"
#421,Backbone Trail to Sandstone Peak,MODERATE,116,"Santa Monica Mountains National Recreation Area
"
#422,Heart Lake Trail From Castle Lake,MODERATE,170,"Castle Crags Wilderness
"
#423,Reservoir Canyon Loop Trail,MODERATE,207,"Reservoir Canyon Natural Reserve
"
#424,Wildwood Park Lizard Rock Trail,MODERATE,217,"Wildwood Regional Park
"
#425,Crystal Cave Trail,MODERATE,59,"Sequoia National Park
"
#426,Four Lakes Loop,HARD,41,"Shasta-Trinity National Forest
"
#427,Old Pinnacles Trail Loop,MODERATE,98,"Pinnacles National Park
"
#428,Bighorn Peak and Ontario Peak,HARD,148,"Cucamonga Wilderness
"
#429,Ray Miller Backbone Trail,MODERATE,186,"Point Mugu State Park
"
#430,Big Rock Trail,MODERATE,169,"Mission Trails Regional Park
"
#431,Falls Trail to Monrovia Canyon Park Trail,MODERATE,175,"Monrovia Canyon Park
"
#432,Sequoia Bayview Trail,EASY,189,"Joaquin Miller Park
"
#433,Confluence Trail,EASY,165,"Auburn State Recreation Area
"
#434,Art Smith Trail,HARD,212,"Santa Rosa and San Jacinto Mountains National Monument
"
#435,Garnet Peak Trail,EASY,199,"Cleveland National Forest
"
#436,Roller Coaster,MODERATE,184,"San Clemente, California
"
#437,Arroyo Pescadero and Deer Loop Trail,EASY,259,"Whittier, California
"
#438,Ortega Falls,EASY,205,"Cleveland National Forest
"
#439,Split Rock Loop Trail,EASY,180,"Joshua Tree National Park
"
#440,Sawyer Camp Trail,EASY,231,"San Francisco State Fish and Game Refuge
"
#441,Mount Diablo North Peak Trail,HARD,100,"Mount Diablo State Park
"
#442,Golden Eagle Trail to View Point,EASY,54,"Vargas Plateau Regional Park
"
#443,Deer Canyon Loop Trail,MODERATE,125,"Crystal Cove State Park
"
#444,Fern Canyon North and South Trail Loop,MODERATE,136,"Russian Gulch State Park
"
#445,Arroyo Verde Park Loop,MODERATE,300,"Arroyo Verde Park
"
#446,Zumwalt Meadow And Roaring River Falls,EASY,81,"Kings Canyon National Park
"
#447,Tin Mine Canyon Trail,MODERATE,219,"Cleveland National Forest
"
#448,Mount Tamalpais: Middle Peak Loop Trail,MODERATE,86,"Mount Tamalpais Watershed
"
#449,Rock City to the Summit of Mount Diablo,HARD,153,"Mount Diablo State Park
"
#450,"Woods, Winnemucca, and Round Top Lakes",MODERATE,154,"Toiyabe National Forest
"
#451,American Canyon Trail Loop,HARD,174,"Auburn State Recreation Area
"
#452,Western States Pioneer Express Recreation Trail,MODERATE,150,"Auburn State Recreation Area
"
#453,Sycamore Canyon Trail,EASY,193,"Rose Hills Memorial Park
"
#454,Castle Rock Trail,MODERATE,174,"Mount Diablo State Park
"
#455,Phantom Falls,EASY,230,"North Table Mountain Ecological Preserve
"
#456,Monrovia Canyon Waterfall Trail,MODERATE,136,"Monrovia Canyon Park
"
#457,Mastodon Peak Loop Trail,EASY,138,"Joshua Tree National Park
"
#458,"El Camino Viejo, Reflection Pond, and San Emigdio Canyon Loop",MODERATE,222,"Wind Wolves Preserve
"
#459,Muir Beach to Rodeo Beach,HARD,83,"Golden Gate National Recreation Area
"
#460,Los Gatos Creek Trail to Jones Trail Loop,EASY,199,"St. Joseph's Hill Open Space Preserve
"
#461,Two Tree's Trail,MODERATE,244,"Box Springs Mountain Regional Park
"
#462,Black Mountain via Rhus Ridge,MODERATE,143,"Rancho San Antonio County Park
"
#463,Boney Mountain Overlook Trail,HARD,120,"Santa Monica Mountains National Recreation Area
"
#464,May Trail to High Ridge Loop to Tolman Peak Trail to South Fork to Tolman Peak Trail Loop,MODERATE,56,"Dry Creek Pioneer Regional Park
"
#465,"Big Bend, Bommer Ridge, Willow Trail",MODERATE,191,"Laguna Coast Wilderness Park
"
#466,Rose Valley Falls,EASY,107,"Los Padres National Forest
"
#467,Zabriskie Point,EASY,136,"Death Valley National Park
"
#468,Mineral King to Eagle Lake Trail,MODERATE,76,"Sequoia National Park
"
#469,"Indian Joe Nature, Indian Joe Creek, Cave Rocks Road, High Valley Road, Flag Hill Road, Flag Hill Trails",MODERATE,45,"Sunol Regional Wilderness
"
#470,Shadow and Ediza Lakes Trail,MODERATE,78,"Ansel Adams Wilderness
"
#471,Pa'san Ridge Trail,MODERATE,203,"Millerton Lake State Recreation Area
"
#472,Lewis Falls Trail,MODERATE,116,"Angeles National Forest
"
#473,Sherwin Lakes Trail,MODERATE,181,"John Muir Wilderness
"
#474,Calaveras Ridge Regional Trail,EASY,57,"Dublin Hills Regional Park
"
#475,High Sierra Trail: Crescent Meadow to Whitney Portal,HARD,53,"Sequoia National Park
"
#476,Johnson Ranch Loop Trail,MODERATE,207,"Johnson Ranch Open Space
"
#477,Fort Funston Trail,EASY,185,"Fort Funston
"
#478,Seven Bridge Walk,EASY,154,"Balboa Park
"
#479,Upper Hot Spring Canyon to Falls Trail,MODERATE,93,"Cleveland National Forest
"
#480,Cleghorn Ridge OHV Road: I-15 to Highway 138 at Silverwood Lake,MODERATE,214,"San Bernardino National Forest
"
#481,Mojave River via the PCT,MODERATE,124,"San Bernardino National Forest
"
#482,Coastside Trail,EASY,160,"Half Moon Bay State Beach
"
#483,Maidenhair Falls via Hellhole Canyon Trail,MODERATE,196,"Anza-Borrego Desert State Park
"
#484,Black Rock Canyon to Panorama Loop Trail,MODERATE,164,"Joshua Tree National Park
"
#485,Hummingbird Trail,HARD,183,"Rocky Peak Park
"
#486,Calaveras South Grove Trail,EASY,156,"Calaveras Big Trees State Park
"
#487,North Fortuna via Rolling Hills,HARD,141,"Mission Trails Regional Park
"
#488,Pedro Point Headlands Trail,MODERATE,122,"Pedro Point Headlands
"
#489,"East Shore, Indian Cove, McGregor and Ten Hills Trail Loop",MODERATE,59,"Lake Chabot Regional Park
"
#490,Skyline to the Sea and Meteor Trail Loop,MODERATE,115,"Big Basin Redwoods State Park
"
#491,Grasslands Loop Trail,MODERATE,166,"Mission Trails Regional Park
"
#492,Spruce Grove Campground Trail,MODERATE,81,"Angeles National Forest
"
#493,Crabtree Trail to Bear Lake,MODERATE,89,"Stanislaus National Forest
"
#494,Twin Lakes Trail,HARD,69,"Sequoia National Park
"
#495,Historic Donner Pass Trail,EASY,143,"Donner Memorial State Park
"
#496,Buzzards Roost Trail,MODERATE,162,"Pfeiffer Big Sur State Park
"
#497,Cottonwood Lakes Trail,MODERATE,90,"Golden Trout Wilderness
"
#498,Bear Gulch Day Use Area to Reservoir via Rim Trail,MODERATE,153,"Pinnacles National Park
"
#499,Tennessee Valley Golden Gate Loop Trail,MODERATE,106,"Golden Gate National Recreation Area
"
#500,Arroyo Seco Trail,MODERATE,121,"Hahamongna Watershed Park
"
#501,Skull Rock Loop,MODERATE,105,"Topanga State Park
"
#502,Black Mountain via Nighthawk Trail and Miner's Ridge Trail Loop,MODERATE,160,"Black Mountain Open Space
"
#503,Stinson Beach to Mount Tamalpais,HARD,80,"Mount Tamalpais State Park
"
#504,Paradise Valley Trail,MODERATE,37,"Kings Canyon National Park
"
#505,Tafoni and Fir Trail,HARD,172,"El Corte De Madera Creek Open Space Preserve
"
#506,Johnson's Pasture Trail,MODERATE,189,"Claremont Hills Wilderness Park
"
#507,The Cross Trail,MODERATE,221,"Santa Rosa and San Jacinto Mountains National Monument
"
#508,Phoenix Lake Loop via Gertrude Ord Trail,EASY,151,"Mount Tamalpais Watershed
"
#509,Copper Creek Trail,EASY,228,"San Marcos, California
"
#510,Jesusita Trail,MODERATE,179,"Los Padres National Forest
"
#511,Brushy Peak Loop Trail and West Side Loop Trail Loop,MODERATE,104,"Brushy Peak Regional Preserve
"
#512,Clevenger Canyon South West Trail,MODERATE,215,"Cleveland National Forest
"
#513,Heather Lake via Watchtower Trail,MODERATE,93,"Sequoia National Park
"
#514,Caples Lake to Emigrant Lake Trail,MODERATE,121,"Mokelumne Wilderness
"
#515,San Joaquin River Gorge Trail,EASY,174,"San Joaquin Experimental Range
"
#516,South Fork Trail to San Gorgonio Mountain via Mine Shaft Saddle,HARD,118,"San Bernardino National Forest
"
#517,Redwood Grove Loop Trail,EASY,145,"Henry Cowell Redwoods State Park
"
#518,Mount Hoffman Trail,HARD,71,"Yosemite National Park
"
#519,"Villa Montalvo Lookout Point, South Orchard, Creek Trail Loop",MODERATE,163,"Villa Montalvo County Park
"
#520,Eaton Canyon Falls from Pinecrest Drive,EASY,106,"Eaton Canyon Natural Area Park
"
#521,Tehachapi Mountain Trail,MODERATE,227,"Tehachapi Mountain Park
"
#522,Bayside Trail,EASY,139,"Cabrillo National Monument
"
#523,Rattlesnake Canyon,MODERATE,146,"Rattlesnake Canyon Park
"
#524,Burkhart Trail to Cooper Canyon Falls,MODERATE,90,"Angeles National Forest
"
#525,Crescent and Log Meadows Trail,EASY,97,"Sequoia National Park
"
#526,Bill Cull Trail,EASY,132,"Monrovia Canyon Park
"
#527,Effie Yeaw Nature Loop Trail,EASY,199,"Ancil Hoffman Park
"
#528,Andreas Canyon,EASY,156,"Santa Rosa and San Jacinto Mountains National Monument
"
#529,Castle Dome Trail,HARD,161,"Castle Crags State Park
"
#530,Monterey Peninsula Recreational Trail,EASY,136,"Perkins Park
"
#531,Pincushion Mountain Peak,MODERATE,200,"Millerton Lake State Recreation Area
"
#532,Redwood Canyon Sugar Bowl Trail,MODERATE,74,"Kings Canyon National Park
"
#533,Shoreline Trail: Salt Marsh Overlook,EASY,53,"Robert W. Crown Memorial State Beach
"
#534,Telescope Peak Trail,HARD,90,"Death Valley National Park
"
#535,Antelope Loop Trail,EASY,182,"Antelope Valley California Poppy Reserve
"
#536,Sentinel Meadow Cook's Meadow Loop Trail,EASY,63,"Yosemite National Park
"
#537,East Ridge and Pool Ridge Loop Trail,MODERATE,191,"Armstrong Redwoods State Reserve
"
#538,Arnold Rim Trail,MODERATE,141,"Arnold, California
"
#539,Stout Memorial Grove Trail,EASY,161,"Jedediah Smith Redwood State Park
"
#540,Eagle Rock Trail,EASY,158,"Lake Tahoe Basin Management Unit
"
#541,Kings Creek Falls Trail,MODERATE,126,"Lassen Volcanic National Park
"
#542,Mission Viejo's Oso Creek Trail,EASY,190,"Oso Viejo Community Park
"
#543,Mount Dana Summit Trail,HARD,92,"Yosemite National Park
"
#544,Kirk Creek Campground to Vicente Flat Trail,HARD,98,"Ventana Wilderness
"
#545,Fallen Leaf Lake Road,MODERATE,71,"Lake Tahoe Basin Management Unit
"
#546,Dante's View Trail,EASY,91,"Death Valley National Park
"
#547,Lexington Reservoir Trail,MODERATE,172,"Sierra Azul Open Space Preserve
"
#548,Redtail Loop Trail to Arastradero Creek Trail Loop,MODERATE,183,"Arastradero Preserve
"
#549,Lake Natoma Trail,EASY,148,"Folsom Lake State Recreation Area
"
#550,Zanja Peak Trail,MODERATE,183,"Yucaipa, California
"
#551,Stuart Fork Trail to Emerald and Sapphire Lakes,MODERATE,72,"Trinity Alps Wilderness
"
#552,Bridge Creek Trail to Maple Falls,MODERATE,109,"The Forest of Nisene Marks State Park
"
#553,Pinecrest Lake Loop,MODERATE,180,"Stanislaus National Forest
"
#554,Big Trees Trail,MODERATE,184,"Indian Tree Preserve
"
#555,Stanislaus River Trail From Knights Ferry,EASY,200,"Knights Ferry Recreation Area
"
#556,Garland Ranch Waterfall Trail,MODERATE,151,"Garland Ranch Regional Park
"
#557,Oak Oasis Open Space Preserve,EASY,151,"Oak Oasis County Park
"
#558,Aliso Summit Trail,EASY,168,"Aliso And Wood Canyons Regional Park
"
#559,San Jacinto Peak Middle Route Trail,HARD,81,"San Jacinto Wilderness
"
#560,Lady Bird Johnson Grove Trail,EASY,136,"Redwood National Park
"
#561,San Joaquin River Trail,HARD,137,"Millerton Lake State Recreation Area
"
#562,Sycamore Canyon Park Trail,MODERATE,187,"Sycamore Canyon Wilderness Park
"
#563,Sagehen Creek Trail,EASY,162,"Tahoe National Forest
"
#564,San Antonio Ski Hut,HARD,64,"Angeles National Forest
"
#565,Castle Crags Trail,MODERATE,114,"Castle Crags State Park
"
#566,Bodega Head Trail,EASY,143,"Sonoma Coast State Park
"
#567,Piedras Pintadas Interpretive Trail,EASY,175,"Rancho Bernardo Community Park
"
#568,Black Walnut and Powder Canyon Motorway Loop,MODERATE,167,"Powder Canyon Open Space
"
#569,Tenaja Falls,EASY,156,"San Mateo Canyon Wilderness
"
#570,Rocky Ridge View and Elderberry Loop Trail,MODERATE,141,"Las Trampas Wilderness Regional Preserve
"
#571,Mount Whitney Portal to Lone Pine Lake,HARD,92,"Inyo National Forest
"
#572,Signal Hill Trail,EASY,240,"Hilltop Park
"
#573,Lyons Creek Trail,HARD,112,"El Dorado National Forest
"
#574,Huckleberry Nature Path Trail,EASY,183,"Huckleberry Botanic Preserve
"
#575,Santa Ysabel Preserve West Trail,MODERATE,186,"Santa Ysabel Preserve
"
#576,Sostomo and Deer Valley Loop Trail,MODERATE,132,"Santa Monica Mountains National Recreation Area
"
#577,Windy Gap to Mount Islip to Big Cienega Trail,MODERATE,117,"Angeles National Forest
"
#578,Coast to Crest Trail at Lake Hodges,EASY,113,"San Dieguito River Park
"
#579,Monument Peak Trail,HARD,147,"Ed R Levin County Park
"
#580,Laguna Trail and Coast Trail Loop,MODERATE,133,"Point Reyes National Seashore
"
#581,Rock Creek to Long Lake Trail,EASY,78,"John Muir Wilderness
"
#582,Mori Point and Sweeney Ridge Loop Trail via Skyline College,HARD,145,"Golden Gate National Recreation Area
"
#583,Mount Pinos Trail,MODERATE,151,"Los Padres National Forest
"
#584,Tenaya Lake Trail,EASY,33,"Yosemite National Park
"
#585,Elysian Park West Loop Trail,EASY,200,"Elysian Park
"
#586,Sycamore Canyon Preserve,MODERATE,153,"Goodan Ranch / Sycamore Canyon County Preserve
"
